类型,页数,歌单标题,歌单链接,歌单封面,播放量,作者,gdid
华语,23,大爱仙尊进行曲｜很简单，我成尊不就是了！,https://music.163.com/playlist?id=12527098546,http://p2.music.126.net/kv9WPTeGwoubWZALfL1SxQ==/109951170491412364.jpg?param=140y140,8155.0,茶婉安,12527098546
华语,23,〖绝美&古风〗那些评论过万的古风歌曲,https://music.163.com/playlist?id=7223023165,http://p2.music.126.net/urf3fCOv6azvlxZAB9ba6A==/109951166891838179.jpg?param=140y140,2060000.0,当鱼群变成星星,7223023165
华语,23,【快乐100%】没什么会永远糟糕透顶,https://music.163.com/playlist?id=8024493486,http://p2.music.126.net/yLr0JBZ_m2jmqUkVqGtvnw==/109951168308692761.jpg?param=140y140,5920000.0,总有一束光等着你,8024493486
华语,23,你那破账号 我翻了千万次【释怀】,https://music.163.com/playlist?id=13158752847,http://p2.music.126.net/TBsJIl4U1yibBSmJaYN2AA==/109951170387976691.jpg?param=140y140,160000.0,张小悦o,13158752847
华语,23,热歌榜DNA动了！全网最上头合集,https://music.163.com/playlist?id=13163726908,http://p2.music.126.net/JsDlaVRNQxYu5ISkfgK0JQ==/109951170406890233.jpg?param=140y140,20452.0,Alim-Alim,13163726908
华语,23,Sandy林忆莲 2025回响演唱会（更新ing）,https://music.163.com/playlist?id=12894535966,http://p2.music.126.net/js5ZPz5mp8rz9BsQgtze_g==/109951170302944115.jpg?param=140y140,140000.0,DreamMeteor,12894535966
华语,23,精选 | 90后青春回忆 经典怀旧老歌,https://music.163.com/playlist?id=8895407656,http://p2.music.126.net/HiqqvSwLrloUHa1v2tISTQ==/109951169125744745.jpg?param=140y140,2170000.0,诗藏旧梦深,8895407656
华语,23,若你喜欢怪人，其实我很美,https://music.163.com/playlist?id=6764540380,http://p2.music.126.net/165AVSBmoT2iqaFCreiWSQ==/109951167335568165.jpg?param=140y140,59504.0,江南入旧梦,6764540380
华语,23,伤感说唱 | 隐藏于音乐间的抒情诗人。,https://music.163.com/playlist?id=7782376748,http://p2.music.126.net/oeNyxs3PaoZLOqDDZ6Zd_g==/109951168943878728.jpg?param=140y140,2320000.0,让梦感动你,7782376748
华语,23,经典老歌 | 90后带上耳机MP3里的回忆,https://music.163.com/playlist?id=9671964220,http://p2.music.126.net/Nmw6uscvsQSFo0hnHchxAw==/109951169466723815.jpg?param=140y140,2180000.0,随心所欲男孩,9671964220
华语,23,天赐的声音第五季第12期丨Live封神现场,https://music.163.com/playlist?id=9407028912,http://p2.music.126.net/eqlqFQItV9aQ-pT7IEY15A==/109951170180881036.jpg?param=140y140,100000.0,Alim-Official,9407028912
华语,23,精选|音乐总是让人回味无穷,https://music.163.com/playlist?id=7487787817,http://p2.music.126.net/DdfnKgTSDwxDFJJHu6_3BQ==/109951169384720351.jpg?param=140y140,15020000.0,美伢酱子,7487787817
华语,23,经典老歌带DJ | 越听越上头 永远的经典,https://music.163.com/playlist?id=12955313857,http://p2.music.126.net/XSYDDTKgjbFNxCNelEPjcQ==/109951170222801350.jpg?param=140y140,220000.0,诗藏旧梦深,12955313857
华语,23,8090后经典老歌|至今难忘的岁月 怀旧旋律,https://music.163.com/playlist?id=13007192269,http://p2.music.126.net/PK1yrPHgRb21mn3MHHPMDw==/109951170270280478.jpg?param=140y140,76489.0,诗藏旧梦深,13007192269
华语,23,我们宿舍的！！“十个勤天，做大做强！”,https://music.163.com/playlist?id=8808813185,http://p2.music.126.net/Yh3wPS6n_heoZ2wGr45Myw==/109951169384558299.jpg?param=140y140,88677.0,靴靴是有在努力da,8808813185
华语,23,『失恋必听歌曲』你会突然听懂这些歌!,https://music.163.com/playlist?id=2780667664,http://p2.music.126.net/DiFJ0D5Ju6ylqIkkRbpa7g==/109951165053086032.jpg?param=140y140,74140000.0,杰宇情感君,2780667664
华语,23,一人一首成名曲 | 陪伴8090后青葱岁月,https://music.163.com/playlist?id=9688111518,http://p2.music.126.net/aSwBb2bVsKzSBPuw1KYkQw==/109951169471428163.jpg?param=140y140,3480000.0,诗藏旧梦深,9688111518
华语,23,＂未曾谋面的 也终将会遇见＂,https://music.163.com/playlist?id=2584457003,http://p2.music.126.net/-Qk2hepB00V-fqhIWY_0vw==/109951168203462027.jpg?param=140y140,240000.0,Lao丁__,2584457003
华语,23,华语流行 | 90/00后青春回忆 经典怀旧歌曲,https://music.163.com/playlist?id=8386909097,http://p2.music.126.net/hS05cWh2fp08tbPh_1Gp2g==/109951168578382029.jpg?param=140y140,4490000.0,诗藏旧梦深,8386909097
华语,23,浴室歌王 | 能忍住不唱算我输,https://music.163.com/playlist?id=9337352507,http://p2.music.126.net/DTJlLFOVGjETayZa-dTcpw==/109951169360664537.jpg?param=140y140,1690000.0,一定会成为富婆的,9337352507
华语,23,听完这些歌我就要彻底忘记你了,https://music.163.com/playlist?id=6894726106,http://p2.music.126.net/HPAWlTfw4C0H8F2fPtb5pA==/109951170373800818.jpg?param=140y140,2300000.0,屠龙少年阿宾,6894726106
华语,23,张碧晨汪苏泷陈楚生周深张杰毛不易,https://music.163.com/playlist?id=10035669020,http://p2.music.126.net/zRS9nn5ppmGKRw_yg52LXQ==/109951169578694378.jpg?param=140y140,100000.0,一定会成为富婆的,10035669020
华语,23,华语怀旧：林忆莲李宗盛梁静茹莫文蔚,https://music.163.com/playlist?id=8921657788,http://p2.music.126.net/-kv69VXhwisH2ap2laxjRQ==/109951169153976103.jpg?param=140y140,390000.0,一定会成为富婆的,8921657788
华语,23,时光音乐会最值得听的50首歌,https://music.163.com/playlist?id=5332403144,http://p2.music.126.net/S3kBAkYZylc5soGwJMCV6w==/109951170172007279.jpg?param=140y140,460000.0,Alim-Alim,5332403144
华语,23,镜中渊〖戏腔婉转歌喉，一念到老白头〗,https://music.163.com/playlist?id=10145579133,http://p2.music.126.net/ajeukvO7ME7LhcJXznDxsA==/109951169746859002.jpg?param=140y140,220000.0,茶泡饭仙品中的仙品,10145579133
华语,23,华语民谣：治愈时刻 于舒缓中静心养性,https://music.163.com/playlist?id=13062371306,http://p2.music.126.net/imhMx2ZC_ODJxvtXsLMoWA==/109951170326472942.jpg?param=140y140,12682.0,爱与自由三七昏,13062371306
华语,23,温柔暴击 | 沉溺于男友音的甜蜜乡,https://music.163.com/playlist?id=2511560749,http://p2.music.126.net/zlZc45irggToHtzvJaDfLA==/109951164802165973.jpg?param=140y140,46510000.0,名侦探-柯北,2511560749
华语,24,华语摇滚｜音符掀起情感的波涛起伏,https://music.163.com/playlist?id=13338113072,http://p1.music.126.net/8L3LsIznqKUc4Q6ZiqZl7Q==/109951170495333369.jpg?param=140y140,110000.0,小猫咪尼3,13338113072
华语,24,毛不易「冒险精神」巡回演唱会·广州/深圳站,https://music.163.com/playlist?id=12674733526,http://p1.music.126.net/RMst4WceET3LYUSbDcHW3w==/109951170010570347.jpg?param=140y140,7932.0,我木昜,12674733526
华语,24,「热歌」回家路上不得不循环的音律,https://music.163.com/playlist?id=10078315838,http://p1.music.126.net/KOT8lBCnb6a0zmrlJyox6A==/109951169611979860.jpg?param=140y140,8240000.0,美伢酱子,10078315838
华语,24,思绪回到去年冬 马上又是一年冬,https://music.163.com/playlist?id=6655986795,http://p1.music.126.net/06hGZN8Wj1gZx5VO48tKjQ==/109951170052951035.jpg?param=140y140,620000.0,不知名的迂,6655986795
华语,24,99.99% 好听却不知道歌名的歌！,https://music.163.com/playlist?id=13165431934,http://p1.music.126.net/3C9vpfZY-7g49KcUaIc1lw==/109951170395298632.jpg?param=140y140,15664.0,Alim-Alim,13165431934
华语,24,叙事歌|有些歌听了像是过完了一生,https://music.163.com/playlist?id=13003757310,http://p1.music.126.net/VrWFWdlb9u1Vouc8u-xBxg==/109951170268511909.jpg?param=140y140,14308.0,宁遇夏,13003757310
华语,24,电影《哪吒之魔童闹海》原声音乐BGM合辑,https://music.163.com/playlist?id=13069249080,http://p1.music.126.net/kCzWbhG6pTjVX2N9Q2-bDA==/109951170330115950.jpg?param=140y140,290000.0,Alimjan_Abdurezak阿力木江,13069249080
华语,24,天气好的话，把耳机分给我一半吧,https://music.163.com/playlist?id=520028010,http://p1.music.126.net/6S4uYmzZ-MBqEWVRkivEFA==/109951167874444707.jpg?param=140y140,2540000.0,-hello39,520028010
华语,24,新千年华流Rap|笑声与泪水间漫步都市风,https://music.163.com/playlist?id=2702973974,http://p1.music.126.net/AFK2je9tZog6iM-0Hz3gBA==/109951170067793345.jpg?param=140y140,9478.0,小新新酱酱,2702973974
华语,24,100味夜晚温柔女声 唱出谁的不眠心事,https://music.163.com/playlist?id=2980085043,http://p1.music.126.net/qvWFcpGIa7tV-EGwTKLSvA==/109951164377926280.jpg?param=140y140,19490000.0,YouTube全球音乐,2980085043
华语,24,天赐的声音5：华语live 天花板 ,https://music.163.com/playlist?id=12843910015,http://p1.music.126.net/qDWmSzXUQQP72Sz9Ok3_IQ==/109951170203704323.jpg?param=140y140,350000.0,安娜Ina,12843910015
华语,24,民谣低音炮 | 震动耳膜的优质男嗓,https://music.163.com/playlist?id=2939744787,http://p1.music.126.net/Mz-0MTPIC3Z8kltj7-Eeqw==/109951164297754159.jpg?param=140y140,2470000.0,Jason小宋,2939744787
华语,24,「旅行」吹起口哨，踏上旅途,https://music.163.com/playlist?id=8468114002,http://p1.music.126.net/W9HMn-DekR_sEQl15TDKtQ==/109951168665354114.jpg?param=140y140,260000.0,早起头发会炸毛,8468114002
华语,24,无所吊谓是装的 我更擅长转头掉眼泪,https://music.163.com/playlist?id=13338586810,http://p1.music.126.net/JBEZfs2qtL869kuslg_ZZg==/109951170508047378.jpg?param=140y140,160000.0,战神,13338586810
华语,24,张碧晨 单依纯 薛之谦 毛不易 郁可唯 周深,https://music.163.com/playlist?id=12421929064,http://p1.music.126.net/ztEobGazJTK0DuC92IGruA==/109951170519319349.jpg?param=140y140,44560.0,Alim-Official,12421929064
华语,24,好听到耳朵怀孕却不记得歌名歌,https://music.163.com/playlist?id=12990747611,http://p1.music.126.net/WuKM7c_NQ6BE0YHXDqg_2A==/109951170258187249.jpg?param=140y140,640000.0,小倩不吃零食,12990747611
华语,24,《声生不息》《时光音乐会》《剧好听的歌》,https://music.163.com/playlist?id=9406473385,http://p1.music.126.net/kpB4yHT568DuFh1bgCBv4g==/109951169400339387.jpg?param=140y140,410000.0,一定会成为富婆的,9406473385
华语,24,耳机情话|双脚踩着沙，陷入了有你的仲夏,https://music.163.com/playlist?id=8468548656,http://p1.music.126.net/HxLZhEs52oykfWTUZg1b-Q==/109951168665273353.jpg?param=140y140,280000.0,小翅膀的羽毛,8468548656
华语,24,热度100%|每一首都是宝藏,https://music.163.com/playlist?id=13216877312,http://p1.music.126.net/UbIG5oaarTDMZQiA_tKwvQ==/109951170439160975.jpg?param=140y140,49400.0,Alim-Official,13216877312
华语,24,宿命感| 好听的古装电视剧ost合集！,https://music.163.com/playlist?id=12524847521,http://p1.music.126.net/_nr1GD38PNJIPleYIXdiyA==/109951169910750801.jpg?param=140y140,56459.0,歌单美少女,12524847521
华语,24,那些好听却不记得歌名的歌曲（一秒心动）,https://music.163.com/playlist?id=8696583532,http://p1.music.126.net/tKSNphqjMFENHDcXMv-t3g==/109951169162717409.jpg?param=140y140,2220000.0,无敌恶霸小猫,8696583532
华语,24,天赐的声音5：金曲舞台惊艳全场,https://music.163.com/playlist?id=9407025865,http://p1.music.126.net/Oh4bTJIefbGUcqXrgbruoA==/109951170519313678.jpg?param=140y140,330000.0,Alim-Official,9407025865
华语,24,宅家日常：宅家轻松释放自我,https://music.163.com/playlist?id=12521115537,http://p1.music.126.net/OMbdc5r1ytLk5QK6cP72Eg==/109951169907397199.jpg?param=140y140,9826.0,奶白小茶,12521115537
华语,24,一键开启愉悦心情：把坏情绪通通赶走,https://music.163.com/playlist?id=9399825961,http://p1.music.126.net/bv7U93mtThEeZBgiXvSojw==/109951169397663426.jpg?param=140y140,1310000.0,祝你开心自由,9399825961
华语,24,邓紫棋 汪苏泷 李荣浩 张杰 林俊杰,https://music.163.com/playlist?id=9323043925,http://p1.music.126.net/8vEn9iRGyWb1f3bMLC78fg==/109951169351775115.jpg?param=140y140,330000.0,一定会成为富婆的,9323043925
华语,24,小小兵长官 大大兵真的很思念你,https://music.163.com/playlist?id=12945854032,http://p1.music.126.net/odJI31TU7pLVASeWeXMAQA==/109951170216056033.jpg?param=140y140,430000.0,美伢酱子,12945854032
华语,24,曾经惊艳了8090后青春岁月的经典老歌,https://music.163.com/playlist?id=8685784912,http://p1.music.126.net/wDZoUO9MYrSe9VJVfZR2uw==/109951168869240683.jpg?param=140y140,9380000.0,诗藏旧梦深,8685784912
华语,24,顶级音综：一开嗓神仙都沦陷！,https://music.163.com/playlist?id=8841461487,http://p1.music.126.net/JUVwplUxU8aAYPZ4I4VYTA==/109951169578197818.jpg?param=140y140,4730000.0,一定会成为富婆的,8841461487
华语,24,斩虍的rap歌单『追逐梦想』,https://music.163.com/playlist?id=2967337886,http://p1.music.126.net/atDqiyWvBLG5X_eMK1rhJw==/109951165226053149.jpg?param=140y140,1670000.0,斩几的虍,2967337886
华语,24,0713再就业男团：陈楚生苏醒张远陆虎等,https://music.163.com/playlist?id=9325510362,http://p1.music.126.net/yAtNAC0m5F1RIQFvrFlJbA==/109951169352497365.jpg?param=140y140,14400.0,歌单美少女,9325510362
华语,24,曾经是否有被一句歌词打动过,https://music.163.com/playlist?id=374820366,http://p1.music.126.net/cjh_BIDWLqk7c0Ytiwakqw==/18961078021601966.jpg?param=140y140,23280000.0,跨过凌晨,374820366
华语,24,期待我的隐喻能被你读懂.,https://music.163.com/playlist?id=13001447011,http://p1.music.126.net/km0oPjqJ3NRUEyLkB3XK9Q==/109951170266689665.jpg?param=140y140,350000.0,落日余下_,13001447011
华语,24,倾听心跳声 | 沉醉于爱的旋律中,https://music.163.com/playlist?id=8457627121,http://p1.music.126.net/okNGEiPYgJ99CmERZVsCjw==/109951168658673669.jpg?param=140y140,210000.0,CtrlUshift,8457627121
华语,24,我怀念的不是你 而是从前的我们,https://music.163.com/playlist?id=6891106400,http://p2.music.126.net/VZBIdOY5lcBSvTYQPoLHzw==/109951170373884034.jpg?param=140y140,4840000.0,有后悔过遇见我吗,6891106400
华语,24,华语流行｜我的人生是旷野 不是轨道,https://music.163.com/playlist?id=2883884986,http://p2.music.126.net/rPYYvHdSh_MknaZPeFJ3pw==/109951170172306735.jpg?param=140y140,300000.0,Gu顾夕雅,2883884986
华语,25,古偶虐心ost：如果爱恨两难 不如放我归山,https://music.163.com/playlist?id=8790013163,http://p1.music.126.net/E6-tGaR8Bt1pkmKA5uXhpQ==/109951169210946276.jpg?param=140y140,470000.0,白鱼暮归,8790013163
华语,25,古风 ' 红烛多情化着泪 漫漫长夜摧伊人,https://music.163.com/playlist?id=2100341581,http://p1.music.126.net/odnHxkz8BjOj9xBcIbDPYQ==/109951163145421426.jpg?param=140y140,8080000.0,YouTube全球音乐,2100341581
华语,25,5525 五月天「回到那一天」0329 成团快乐版,https://music.163.com/playlist?id=9116503856,http://p1.music.126.net/tbdVXsjQ478ob-t4z7HGMw==/109951169233132291.jpg?param=140y140,1930000.0,一个大大的胡萝卜,9116503856
华语,25,民谣：许巍 赵雷 朴树 老狼 房东的猫,https://music.163.com/playlist?id=9392012402,http://p1.music.126.net/sG6LJ_OFeRXQNH7K0w8nVA==/109951169392871842.jpg?param=140y140,100000.0,一定会成为富婆的,9392012402
华语,25,民谣 |岁月缱绻时光，愿你依旧从前模样,https://music.163.com/playlist?id=2611049812,http://p1.music.126.net/5AAf5K5x4vq3aipaBBbYTw==/109951164680399995.jpg?param=140y140,8390000.0,夕日向暖,2611049812
华语,25,禁止焦绿！今日Music包揽你所有快乐,https://music.163.com/playlist?id=10057052169,http://p1.music.126.net/9J-FJ05owtFJZd5X69OfJw==/109951169592650322.jpg?param=140y140,140000.0,一颗瑶啊瑶,10057052169
华语,25,「失恋emo」很遗憾吧，连张合照都没有,https://music.163.com/playlist?id=7802855650,http://p1.music.126.net/2sQRQ0gYjjS4scXNVoYyDg==/109951170436216534.jpg?param=140y140,21519.0,島上無青年,7802855650
华语,25,欢快古风治愈丨心情会好起来,https://music.163.com/playlist?id=2762049024,http://p1.music.126.net/znxudECBg91fjqUBPh7GUw==/109951170413580057.jpg?param=140y140,450000.0,珩萧雨溪,2762049024
华语,25,开头总是美好，结局满是遗憾.,https://music.163.com/playlist?id=5122271188,http://p1.music.126.net/gs2VtfKVFuByIYcIjt4GZw==/109951166555612888.jpg?param=140y140,2700000.0,为了再次遇见你,5122271188
华语,25,仅有一次的人生，请置顶自己的感受,https://music.163.com/playlist?id=9116488960,http://p1.music.126.net/akvaBe-ujnArznXzVD4MXQ==/109951169233091518.jpg?param=140y140,1910000.0,Evelauren,9116488960
华语,25,8090后经典老歌200首|免费收听,https://music.163.com/playlist?id=12832453222,http://p1.music.126.net/zhkg-wl9p-hgjokPx7TyoA==/109951170130558669.jpg?param=140y140,1400000.0,一定会成为富婆的,12832453222
华语,25,十个勤天福州演唱会报批歌单,https://music.163.com/playlist?id=13289559929,http://p1.music.126.net/CHCsqsAeVH7PfSFwr6_BhQ==/109951170472945540.jpg?param=140y140,140000.0,Mercury-蓉,13289559929
华语,25,提及年少一词，应与平庸相斥,https://music.163.com/playlist?id=2255796408,http://p1.music.126.net/7liQ2BFlnpSkFXD_Yv6EVg==/109951164853136192.jpg?param=140y140,14590000.0,-穷尽诗家笔-,2255796408
华语,25,「封神•live」好听到爆的现场‖精彩演绎,https://music.163.com/playlist?id=12681885253,http://p1.music.126.net/mJQ2OsaaJYRqulQ12frJHw==/109951170015052236.jpg?param=140y140,1080000.0,一人众天WQ莣情,12681885253
华语,25,单依纯 张碧晨 周深 徐佳莹,https://music.163.com/playlist?id=9332993088,http://p1.music.126.net/HVRxY3Ba__4vZ3jEGsWuzQ==/109951169357499692.jpg?param=140y140,680000.0,一定会成为富婆的,9332993088
华语,25,任素汐 张碧晨 毛不易 单依纯 薛之谦,https://music.163.com/playlist?id=9470426097,http://p1.music.126.net/DKj-0X7QeaM0HXSJIqmF3A==/109951169557112466.jpg?param=140y140,800000.0,一定会成为富婆的,9470426097
华语,25,中文R&B：邂逅浪漫的专属告白,https://music.163.com/playlist?id=3179783329,http://p1.music.126.net/vbR8HlAiu2qPtRRZlSI8TQ==/109951170059245612.jpg?param=140y140,830000.0,Boss宇-_,3179783329
华语,25,华语顶级治愈：神仙听了都沦陷,https://music.163.com/playlist?id=8760016412,http://p1.music.126.net/T7FwY6APPWmuLiRYGTEfkg==/109951168946460771.jpg?param=140y140,3090000.0,一定会成为富婆的,8760016412
华语,25,经典老歌300首 | 重温80，90后的青春时光,https://music.163.com/playlist?id=9329392365,http://p1.music.126.net/Hlaw9heAjSll-w9BwulF5w==/109951169354755534.jpg?param=140y140,1060000.0,随心所欲男孩,9329392365
华语,25,温柔华语|在落日余晖里与晚霞热情相拥,https://music.163.com/playlist?id=7487855040,http://p1.music.126.net/PZNtGYXdhc-R6oBOexGSEg==/109951170213712846.jpg?param=140y140,520000.0,喵乐大篷车,7487855040
华语,25,爱意随风起 风止意难平,https://music.163.com/playlist?id=6643556621,http://p1.music.126.net/sDNIgxgE5XKBpARSXCI2qw==/109951168865639506.jpg?param=140y140,5960000.0,x春和,6643556621
华语,25,毛不易 | 周深 | 汪苏泷 | 单依纯,https://music.163.com/playlist?id=9410563708,http://p1.music.126.net/NyV1MW7WIJx7otKGo3zbNg==/109951169403258742.jpg?param=140y140,210000.0,一定会成为富婆的,9410563708
华语,25,神级Live现场丨综艺里的天籁之音,https://music.163.com/playlist?id=12423675497,http://p1.music.126.net/zwx8hGJhhE0JWxFY7oTXwA==/109951170180864451.jpg?param=140y140,29600.0,Alim-Official,12423675497
华语,25,RB呆呆破余佳运方大同颜人中郑润泽陶喆,https://music.163.com/playlist?id=8818277736,http://p1.music.126.net/JS_E8BuZOTr1nzdePF9YCg==/109951170508318476.jpg?param=140y140,110000.0,Curcio_July,8818277736
华语,25,我们逃走吧，日暮，银河，别在梦里。,https://music.163.com/playlist?id=7508403005,http://p1.music.126.net/3d9FJmMJFkQbEUj2p1AA6g==/109951170155339001.jpg?param=140y140,78742.0,肉肉的作业君,7508403005
华语,25,甜味Rap|掉进糖堆，沾染满身甜,https://music.163.com/playlist?id=8933011904,http://p1.music.126.net/Mo1cDbu00IMENpwKqxXgYg==/109951169161784483.jpg?param=140y140,370000.0,不二叔爱听歌,8933011904
华语,25,车载顶级治愈：李健周深毛不易单依纯郁可唯,https://music.163.com/playlist?id=9220725164,http://p1.music.126.net/aMbiaah6xRjXtanbmL5AJw==/109951169295439620.jpg?param=140y140,520000.0,一定会成为富婆的,9220725164
华语,25,重回学生时代，你的MP3会放哪些歌,https://music.163.com/playlist?id=13039610293,http://p1.music.126.net/ziwjY31eCDCYGMw3Yhp5Jg==/109951170309520647.jpg?param=140y140,31103.0,张欣雨320,13039610293
华语,25,在加纳共和国离婚 | 我无法看着你离开,https://music.163.com/playlist?id=10111429203,http://p1.music.126.net/trFkELs9afO2qlnnYba9vw==/109951169638521952.jpg?param=140y140,87056.0,偷走了西雅图的天空,10111429203
华语,25,搜索量爆棚！盘点2025年十大热门歌曲,https://music.163.com/playlist?id=13067605747,http://p1.music.126.net/3h1plLYnV8L4a62ZVH6HRQ==/109951170355615768.jpg?param=140y140,16676.0,安娜Ina,13067605747
华语,25,烟不停的抽 夜不停的熬’,https://music.163.com/playlist?id=5179550307,http://p1.music.126.net/vnKoMd5hHa4XRvikXY6l0A==/109951165651870606.jpg?param=140y140,3480000.0,是风在心动,5179550307
华语,25,旋律说唱丨超炸超甜的hook rap,https://music.163.com/playlist?id=12735792171,http://p1.music.126.net/PeW0F4UI51INkZKW1eQFtw==/109951170051710577.jpg?param=140y140,110000.0,_冷猫,12735792171
华语,25,煲机第二阶段（B发烧人声）,https://music.163.com/playlist?id=744330940,http://p2.music.126.net/X1FQMR9LOeo6Ci1vsJ7LLA==/6624557557551684.jpg?param=140y140,100000.0,飞狼1号,744330940
华语,25,王菲/刘若英/林忆莲/王若琳/莫文蔚等,https://music.163.com/playlist?id=9832492098,http://p2.music.126.net/J3fMmTTdHC06sfcX7eG6JQ==/109951169507836159.jpg?param=140y140,330000.0,诗藏旧梦深,9832492098
华语,25,超甜说唱 | 情深万象皆深,https://music.163.com/playlist?id=12466403956,http://p2.music.126.net/hmjeYZ6PsieekT0g-je0CQ==/109951169991926827.jpg?param=140y140,26324.0,音乐合伙人,12466403956
华语,26,90后回忆杀：那些mp3珍藏的歌,https://music.163.com/playlist?id=9441562664,http://p2.music.126.net/1OvLhKaT1Qep4PMGQ3Wi_w==/109951169411185071.jpg?param=140y140,210000.0,一定会成为富婆的,9441562664
华语,26,天赐的声音：开嗓直击心灵！！！,https://music.163.com/playlist?id=12268029094,http://p2.music.126.net/4lLEkP46jY-FAYHw6Oqhrw==/109951169902564928.jpg?param=140y140,660000.0,一定会成为富婆的,12268029094
华语,26,能不能告诉我 你这次离开的各种原因.,https://music.163.com/playlist?id=13001417062,http://p2.music.126.net/tjWfHDeL4b1UC0tVswujaQ==/109951170267753003.jpg?param=140y140,290000.0,落日余下_,13001417062
华语,26,亡妻回忆录 l BGM一响亡妻登场,https://music.163.com/playlist?id=6891143258,http://p2.music.126.net/QHEAcEXr_fldAp17dpCD1g==/109951170373891222.jpg?param=140y140,1090000.0,銄鬼,6891143258
华语,26,华语顶级女声：王菲，那英，韩红，黄绮珊,https://music.163.com/playlist?id=9603691838,http://p2.music.126.net/I9rZnqoYJK3Ua_YCaATVUA==/109951169454301284.jpg?param=140y140,55753.0,歌单美少女,9603691838
华语,26,“你是三月里拂过脸颊 温柔的风”,https://music.163.com/playlist?id=7658301996,http://p2.music.126.net/2QptpCwL0jE5KBmk7PmpjQ==/109951169248745031.jpg?param=140y140,170000.0,KKKKKKllo,7658301996
华语,26,【Hip-Hop街区】武装押韵，爆炸预警,https://music.163.com/playlist?id=7737528631,http://p2.music.126.net/eXhG4aJ36UAtqnUrdJvOig==/109951168171389574.jpg?param=140y140,2720000.0,让梦感动你,7737528631
华语,26,90后年代 | 纪念我们悄然逝去的青春,https://music.163.com/playlist?id=12548731498,http://p2.music.126.net/FoNvUI-JFpGER_AWKQyd7g==/109951169924491075.jpg?param=140y140,330000.0,随心所欲男孩,12548731498
华语,26,你不必等了，他不会回来了,https://music.163.com/playlist?id=2861944761,http://p2.music.126.net/jmHSOzAVaQH2yaEEvydVUg==/109951165405085146.jpg?param=140y140,1870000.0,夏輕微-,2861944761
华语,26,「华语经典」百听不厌的华语流行经典,https://music.163.com/playlist?id=10066463465,http://p2.music.126.net/e2UgIlMg3QuJ00CXOgn1BQ==/109951169604581298.jpg?param=140y140,240000.0,刘仔不忙LF,10066463465
华语,26,天花板嗓音：单依纯 张碧晨 郁可唯 刘惜君,https://music.163.com/playlist?id=9310458102,http://p2.music.126.net/PXteJ4CDVJ6GOLQAhlzBPg==/109951169344901659.jpg?param=140y140,610000.0,一定会成为富婆的,9310458102
华语,26,中文说唱也可以如此动听！,https://music.163.com/playlist?id=697501030,http://p2.music.126.net/kkbNMBGj38LzXRthBoTlRw==/109951168520501488.jpg?param=140y140,1450000.0,小涛今天熬夜了吗,697501030
华语,26,做个快乐的人，比成功更酷哦,https://music.163.com/playlist?id=8399044324,http://p2.music.126.net/iMVe72RIOx9p-x7FPIwWWA==/109951168590458449.jpg?param=140y140,4140000.0,爱听歌的狗大叔,8399044324
华语,26,【虐文写手】酸涩文学·be氛围感,https://music.163.com/playlist?id=12509658979,http://p2.music.126.net/YaZz-ZfTLtLuMCb4rdY7vg==/109951169903370849.jpg?param=140y140,220000.0,失忆宇宙,12509658979
华语,26,华语深情 | 请用心听，不要说话,https://music.163.com/playlist?id=7618247726,http://p1.music.126.net/ZqiVIvt-YX_4AZiScmE38w==/109951167838740262.jpg?param=140y140,3220000.0,还未去过哪倒悬山,7618247726
华语,26,听一首多巴胺含量极高的小情歌,https://music.163.com/playlist?id=9914126621,http://p1.music.126.net/KH1Hh40B5f2HxQhZPwpL9g==/109951169564235989.jpg?param=140y140,630000.0,爱听歌的狗大叔,9914126621
华语,26,甜约翰「Minecraft心际迷航」2025 巡演歌单,https://music.163.com/playlist?id=9667496476,http://p1.music.126.net/VIZmBz9RRQnoi1_1w29flg==/109951170379201416.jpg?param=140y140,12611.0,Boker波卡,9667496476
华语,26,爱意随风起 风止意难平,https://music.163.com/playlist?id=10081852268,http://p1.music.126.net/keU1hQ2GMwJDo3Zq-skKtg==/109951169613959875.jpg?param=140y140,12610000.0,小翅膀的羽毛,10081852268
华语,26,华语顶级音综：一开嗓神仙沦陷！！！,https://music.163.com/playlist?id=9179492573,http://p1.music.126.net/ClZM1mClP17aqsKSRgEEkg==/109951169559945707.jpg?param=140y140,1510000.0,一定会成为富婆的,9179492573
华语,26,你喜欢的歌 我听上万遍,https://music.163.com/playlist?id=5349291073,http://p1.music.126.net/U4l4ugB678aJ81tRzzdF4w==/109951170069527103.jpg?param=140y140,22980000.0,四川贫困人口,5349291073
华语,26,亡妻回忆录 | BGM一响亡妻登场,https://music.163.com/playlist?id=6988779336,http://p1.music.126.net/3mk7XjVq6rFVBcIVNdOvKg==/109951170001855526.jpg?param=140y140,10100000.0,四川贫困人口,6988779336
华语,26,人们总会因年少的遗憾而痴缠一生,https://music.163.com/playlist?id=8468069147,http://p1.music.126.net/QG-IuvS1IJbhT18QFWNcUg==/109951168665371471.jpg?param=140y140,310000.0,小翅膀的羽毛,8468069147
华语,26,原声带丨事事不如意丨那就随缘前行,https://music.163.com/playlist?id=12979948872,http://p1.music.126.net/JclU5x_Rh-r42zfGa6lAHQ==/109951170244254336.jpg?param=140y140,150000.0,不辞惘,12979948872
